Date,Player_Name,Team,Opponent,Runs,Balls_Faced,Fours,Sixes,Wickets,Economy_Rate,Match_Result,Match_Type,Player_Impact_Score,Strike_Rate,Catches,Target_Score
2023-11-20,Rohit Sharma,Bangladesh,Australia,115,12,7,18,4,9.26,Tie,T20,186.98,958.33,2,135
2022-01-06,Virat Kohli,South Africa,Pakistan,119,133,9,2,3,9.83,Loss,ODI,123.84,89.47,4,275
2021-08-25,Steve Smith,South Africa,New Zealand,193,28,44,17,3,5.16,Loss,Test,285.18,689.29,2,340
2020-07-28,Babar Azam,New Zealand,Pakistan,19,73,2,3,2,3.03,Tie,ODI,56.44,26.03,2,228
2023-12-24,Babar Azam,England,Bangladesh,161,18,40,14,1,5.71,Tie,ODI,211.08,894.44,2,348
2024-08-31,Kane Williamson,Pakistan,South Africa,49,141,4,0,4,6.63,Loss,T20,99.24,34.75,4,235
2021-12-13,Steve Smith,India,South Africa,126,40,11,11,4,3.96,Tie,T20,190.08,315,3,335
2024-12-26,Kane Williamson,Pakistan,Sri Lanka,149,70,34,8,4,9.68,Tie,T20,227.14,212.86,1,237
2024-12-31,Jos Buttler,Sri Lanka,Australia,89,23,12,9,5,3.66,Win,ODI,188.18,386.96,2,192
2024-10-20,David Warner,South Africa,India,85,27,17,14,1,9.43,Win,ODI,119.64,314.81,4,268
2020-02-11,Joe Root,England,Sri Lanka,158,80,1,0,4,6.78,Tie,ODI,147.44,197.5,2,387
2022-02-16,Joe Root,Bangladesh,Sri Lanka,126,76,15,6,0,8.98,Loss,T20,93.04,165.79,0,171
2020-11-16,Kane Williamson,New Zealand,England,44,124,6,2,4,9.32,Win,T20,101.36,35.48,3,356
2022-08-13,Steve Smith,New Zealand,England,124,9,0,10,0,6.86,Loss,ODI,78.28,1377.78,1,212
2020-02-26,Rohit Sharma,South Africa,Pakistan,168,88,22,22,5,4.9,Loss,T20,284.2,190.91,0,186
2022-09-06,Babar Azam,Sri Lanka,England,183,98,19,15,1,5.15,Tie,Test,184.2,186.73,2,202
2022-08-29,Babar Azam,India,South Africa,1,56,0,0,2,8.96,Loss,ODI,22.58,1.79,0,182
2025-06-07,Joe Root,Sri Lanka,England,31,79,7,0,4,5.93,Win,T20,97.64,39.24,4,278
2024-09-14,Steve Smith,Bangladesh,South Africa,112,135,26,0,5,3.09,Win,T20,201.82,82.96,0,325
2020-06-19,Babar Azam,Sri Lanka,England,67,16,14,9,5,5.94,Loss,T20,176.62,418.75,0,253
2022-05-22,Steve Smith,Australia,England,159,63,1,12,2,4.82,Win,T20,147.86,252.38,3,167
2021-04-19,Steve Smith,South Africa,Bangladesh,144,70,9,12,5,7.16,Tie,T20,211.68,205.71,1,377
2020-02-29,David Warner,Australia,India,24,83,3,0,1,3.61,Tie,T20,30.78,28.92,1,387
2022-01-12,Joe Root,India,Sri Lanka,199,82,40,9,0,3.05,Loss,Test,200.4,242.68,3,279
2020-07-03,Joe Root,England,Sri Lanka,193,112,6,27,2,6.92,Tie,ODI,215.66,172.32,2,287
2022-01-08,Rohit Sharma,Australia,India,147,137,28,20,0,9.3,Loss,ODI,170.9,107.3,4,243
2022-08-28,Virat Kohli,England,New Zealand,58,61,8,9,4,6,Loss,T20,140,95.08,4,339
2020-10-07,Rohit Sharma,Sri Lanka,New Zealand,29,32,6,2,1,4.16,Tie,Test,44.18,90.62,2,203
2025-06-07,Rohit Sharma,Sri Lanka,Australia,49,29,10,1,2,3.18,Loss,ODI,81.14,168.97,0,194
2020-09-21,Babar Azam,Bangladesh,New Zealand,75,38,18,12,4,8.21,Loss,Test,173.08,197.37,3,133
2023-04-19,Joe Root,Bangladesh,South Africa,18,20,2,3,4,8.06,Tie,T20,85.88,90,2,152
2024-01-14,Steve Smith,Sri Lanka,Australia,43,86,2,5,3,3.63,Win,Test,93.24,50,2,370
2021-07-22,Joe Root,Pakistan,Sri Lanka,22,137,3,0,4,6.92,Win,T20,83.16,16.06,0,216
2024-10-01,Steve Smith,New Zealand,Bangladesh,183,85,37,26,3,7.38,Win,ODI,288.74,215.29,3,379
2020-02-17,Babar Azam,New Zealand,England,85,123,15,12,1,9.03,Win,T20,110.44,69.11,3,152
2024-02-04,David Warner,Australia,Bangladesh,62,63,2,2,1,3.44,Win,T20,54.12,98.41,1,187
2024-03-30,Joe Root,India,New Zealand,138,21,31,12,3,8.83,Loss,T20,209.34,657.14,0,391
2021-07-09,Kane Williamson,Pakistan,India,90,101,12,2,4,6.55,Win,Test,141.9,89.11,0,274
2022-03-20,Joe Root,Sri Lanka,India,200,43,7,1,3,7.77,Win,Test,161.46,465.12,0,391
2023-02-12,Joe Root,India,New Zealand,88,68,4,6,0,4.25,Win,T20,61.5,129.41,1,175
2020-07-26,David Warner,England,Pakistan,168,120,34,6,3,3.75,Loss,T20,222.5,140,4,397
2024-02-11,Virat Kohli,England,Pakistan,184,28,6,17,2,9.38,Tie,Test,176.24,657.14,4,151
2021-09-26,David Warner,England,Bangladesh,194,18,24,24,1,3.25,Tie,T20,230.5,1077.78,3,144
2022-07-30,Rohit Sharma,South Africa,Sri Lanka,165,88,15,10,5,9.17,Tie,Test,224.16,187.5,4,242
2023-12-14,Kane Williamson,England,Pakistan,188,8,39,2,0,8.55,Loss,Test,160.9,2350,3,227
2021-10-03,Joe Root,Bangladesh,India,181,97,24,30,3,9.72,Tie,Test,269.06,186.6,1,148
2020-03-18,Joe Root,Pakistan,Bangladesh,129,58,7,15,2,8.56,Win,T20,146.38,222.41,1,258
2021-12-30,Rohit Sharma,India,South Africa,110,126,20,17,5,5.91,Tie,T20,234.18,87.3,3,266
2020-07-22,Joe Root,England,South Africa,75,96,16,7,5,6.47,Win,T20,177.56,78.12,4,289
2020-04-30,Virat Kohli,Sri Lanka,South Africa,196,142,2,29,1,6.99,Win,Test,195.02,138.03,1,400
2020-06-29,Virat Kohli,South Africa,Sri Lanka,76,22,16,11,4,7.04,Loss,T20,168.92,345.45,2,277
2024-08-05,Rohit Sharma,Australia,Bangladesh,149,150,34,15,3,9.52,Win,ODI,228.46,99.33,3,149
2020-01-28,Joe Root,New Zealand,Sri Lanka,196,19,35,6,3,8.26,Win,T20,229.48,1031.58,2,194
2025-04-09,David Warner,Pakistan,Sri Lanka,85,4,17,1,4,8.84,Win,T20,141.82,2125,2,308
2020-09-17,Steve Smith,England,Australia,131,127,24,15,5,7.48,Tie,ODI,243.54,103.15,3,263
2022-02-02,Jos Buttler,New Zealand,Pakistan,157,15,26,20,0,5.59,Tie,T20,179.32,1046.67,0,234
2023-09-22,Joe Root,India,England,190,35,25,5,0,5.09,Win,T20,149.82,542.86,3,298
2022-10-22,Rohit Sharma,England,Bangladesh,61,124,15,0,5,5.77,Win,ODI,148.96,49.19,3,148
2022-08-11,Joe Root,Australia,Bangladesh,125,94,9,17,2,3.98,Tie,Test,163.54,132.98,0,388
2023-05-13,Babar Azam,South Africa,Bangladesh,56,86,10,9,1,9.01,Win,Test,76.98,65.12,1,171
2020-10-06,Kane Williamson,South Africa,New Zealand,160,119,33,21,4,8.44,Tie,Test,272.12,134.45,3,233
2023-06-23,Babar Azam,Australia,Sri Lanka,48,142,9,4,2,9.93,Loss,Test,74.14,33.8,0,268
2023-05-20,Joe Root,Australia,Sri Lanka,122,148,18,0,2,9.87,Win,T20,117.26,82.43,2,130
2021-05-20,Jos Buttler,Australia,Pakistan,200,48,3,2,0,3.39,Loss,T20,105.22,416.67,3,370
2020-06-03,Jos Buttler,India,South Africa,82,51,1,1,5,4.55,Win,ODI,136.9,160.78,2,269
2024-05-16,Virat Kohli,South Africa,Bangladesh,188,29,15,21,2,5.94,Win,T20,215.12,648.28,2,315
2024-12-11,Virat Kohli,Sri Lanka,India,68,23,7,7,5,4.12,Win,ODI,160.76,295.65,1,349
2024-11-18,Joe Root,England,Sri Lanka,3,94,0,0,2,9.43,Tie,Test,22.64,3.19,1,161
2024-11-20,Babar Azam,India,Bangladesh,119,100,1,19,2,8.8,Loss,ODI,140.9,119,4,204
2021-10-26,Babar Azam,Sri Lanka,New Zealand,122,68,27,3,4,8.67,Win,ODI,186.66,179.41,3,282
2022-06-02,Rohit Sharma,Australia,Bangladesh,2,14,0,0,0,3.09,Loss,T20,-5.18,14.29,3,267
2021-12-26,Rohit Sharma,England,Sri Lanka,199,100,25,8,0,3.54,Tie,ODI,166.42,199,1,359
2023-10-10,Kane Williamson,New Zealand,Australia,62,30,13,0,3,3.22,Tie,T20,110.56,206.67,2,378
2023-09-16,Rohit Sharma,England,Pakistan,30,25,4,0,4,8.65,Loss,ODI,85.7,120,2,213
2022-08-20,Jos Buttler,Sri Lanka,South Africa,198,132,36,3,1,4.43,Loss,T20,191.14,150,3,233
2020-06-19,David Warner,Sri Lanka,Australia,179,127,30,10,4,9.24,Win,Test,241.02,140.94,1,122
2020-08-14,Joe Root,Australia,New Zealand,115,95,22,8,1,8.47,Win,Test,128.56,121.05,1,140
2023-07-26,Jos Buttler,India,Australia,42,122,5,4,2,5.45,Tie,T20,72.1,34.43,3,145
2025-01-28,Rohit Sharma,England,India,87,118,17,13,5,8.8,Loss,Test,198.9,73.73,4,334
2025-04-08,Steve Smith,Bangladesh,New Zealand,98,98,21,7,5,4.44,Win,T20,203.12,100,0,296
2020-11-17,Joe Root,Sri Lanka,New Zealand,137,43,32,19,4,7.52,Tie,T20,254.46,318.6,0,311
2022-06-15,Jos Buttler,New Zealand,England,125,9,21,4,1,5.89,Win,Test,124.72,1388.89,2,392
2021-02-02,Joe Root,Bangladesh,India,86,134,12,1,0,7.92,Win,T20,54.16,64.18,3,176
2023-11-22,Babar Azam,New Zealand,India,83,88,18,1,4,3.51,Loss,T20,153.48,94.32,3,310
2022-04-25,Steve Smith,Pakistan,South Africa,156,15,1,20,5,3.72,Win,ODI,232.56,1040,2,356
2020-03-23,Joe Root,Bangladesh,India,95,133,2,13,1,5.43,Tie,ODI,99.64,71.43,2,380
2021-11-23,Rohit Sharma,India,South Africa,21,91,4,3,4,4.9,Tie,Test,97.7,23.08,1,170
2024-05-09,Kane Williamson,New Zealand,Australia,25,54,4,3,5,3.87,Tie,ODI,121.76,46.3,0,379
2024-08-06,David Warner,England,Pakistan,157,28,25,19,2,8.13,Tie,ODI,209.24,560.71,3,395
2020-12-19,Joe Root,England,India,195,147,48,4,2,8.61,Loss,T20,228.28,132.65,2,288
2025-05-10,Kane Williamson,England,South Africa,198,22,13,17,4,6.79,Win,ODI,242.42,900,4,330
2022-06-09,Jos Buttler,India,England,132,142,30,0,4,5.04,Loss,ODI,195.92,92.96,2,316
2021-10-25,Virat Kohli,Pakistan,England,41,122,1,4,0,8.46,Win,ODI,17.58,33.61,1,129
2023-06-26,Jos Buttler,South Africa,Australia,5,134,1,0,0,8.19,Loss,T20,-11.88,3.73,0,154
2021-09-18,Kane Williamson,Bangladesh,South Africa,32,3,5,1,4,4.3,Tie,T20,100.4,1066.67,4,243
2021-01-19,Rohit Sharma,South Africa,Bangladesh,78,129,2,11,0,6.94,Tie,ODI,62.12,60.47,2,398
2020-05-03,Jos Buttler,England,New Zealand,175,137,8,27,2,7.1,Tie,Test,210.3,127.74,3,332
2024-06-14,Steve Smith,Sri Lanka,Pakistan,75,124,13,11,0,7.09,Win,ODI,82.32,60.48,0,250
2020-03-14,Kane Williamson,India,South Africa,4,15,1,0,1,6.34,Win,ODI,11.32,26.67,4,323
2025-02-14,Rohit Sharma,South Africa,India,175,91,17,7,1,9.03,Tie,ODI,144.44,192.31,1,132
2025-04-03,Kane Williamson,New Zealand,Sri Lanka,37,37,3,5,5,8.78,Win,ODI,121.94,100,0,312
2021-01-09,Steve Smith,Australia,India,52,52,5,6,0,6.7,Tie,ODI,40.6,100,2,308
2024-05-22,Joe Root,India,New Zealand,2,133,0,0,2,8,Loss,T20,25,1.5,3,271
2021-11-25,Rohit Sharma,Pakistan,England,159,17,10,8,1,9.96,Tie,T20,123.58,935.29,4,141
2023-03-05,Babar Azam,Pakistan,Australia,51,63,8,2,3,6.89,Win,Test,93.72,80.95,3,264
2023-03-09,Joe Root,South Africa,Australia,55,48,6,8,3,7.5,Loss,ODI,108.5,114.58,1,211
2023-02-06,Kane Williamson,Sri Lanka,Pakistan,41,13,3,6,4,3.99,Win,T20,116.52,315.38,0,222
2024-01-10,David Warner,England,New Zealand,13,105,1,2,3,6.05,Win,Test,62.4,12.38,2,237
2024-08-27,Kane Williamson,Sri Lanka,Australia,69,141,4,6,5,7.56,Tie,Test,145.38,48.94,0,247
2021-12-16,Joe Root,New Zealand,India,7,11,1,0,3,3.06,Loss,ODI,59.38,63.64,1,324
2024-02-10,Jos Buttler,Pakistan,Sri Lanka,74,86,7,1,1,5.5,Win,ODI,63,86.05,1,338
2024-10-30,Kane Williamson,South Africa,Pakistan,162,41,36,11,0,4.5,Loss,Test,177,395.12,1,197
2022-06-27,Kane Williamson,Pakistan,South Africa,195,48,16,29,0,5.84,Tie,ODI,204.82,406.25,4,213
2021-01-26,Rohit Sharma,New Zealand,South Africa,110,80,5,8,5,3.91,Win,ODI,181.18,137.5,0,388
2023-03-08,Virat Kohli,Sri Lanka,India,27,138,5,2,0,4.46,Tie,Test,20.58,19.57,2,206
2022-10-19,Steve Smith,Sri Lanka,India,79,14,18,13,0,7.88,Loss,ODI,98.74,564.29,3,388
2023-04-01,Jos Buttler,Bangladesh,Sri Lanka,161,116,2,25,1,5.93,Tie,Test,167.64,138.79,2,388
2023-07-13,Virat Kohli,New Zealand,South Africa,122,36,18,5,2,3.43,Tie,Test,145.14,338.89,1,366
2024-08-21,Babar Azam,Pakistan,Sri Lanka,175,60,19,22,0,9.48,Loss,ODI,172.54,291.67,1,343
2022-01-23,Jos Buttler,England,South Africa,100,112,10,0,5,9.85,Loss,Test,150.3,89.29,1,139
2024-04-19,Jos Buttler,New Zealand,Australia,116,37,4,5,0,9.37,Loss,ODI,62.26,313.51,2,234
2020-08-06,Babar Azam,Bangladesh,South Africa,182,39,42,27,3,8.47,Win,ODI,299.06,466.67,2,183
2020-02-29,Joe Root,Pakistan,India,169,62,13,8,1,3.19,Loss,Test,148.12,272.58,0,315
2021-10-11,David Warner,New Zealand,Pakistan,137,109,22,21,3,8.45,Tie,Test,218.6,125.69,1,180
2022-02-01,Rohit Sharma,Bangladesh,Australia,183,104,10,14,1,9.79,Loss,ODI,153.92,175.96,1,129
2021-06-22,Jos Buttler,Bangladesh,New Zealand,195,77,36,9,4,8.65,Win,T20,259.2,253.25,0,381
2022-12-15,Jos Buttler,Pakistan,England,173,92,13,17,0,3.61,Tie,Test,156.28,188.04,3,246
2020-05-23,Steve Smith,Australia,Pakistan,177,42,9,20,2,7.95,Tie,T20,190.6,421.43,3,323
2024-06-21,David Warner,South Africa,England,91,146,4,11,2,3.45,Loss,Test,119.6,62.33,3,363
2024-10-10,Babar Azam,Australia,Pakistan,149,81,27,24,3,5.41,Loss,ODI,249.68,183.95,0,260
2023-09-19,Steve Smith,Bangladesh,India,105,27,17,16,1,6.59,Tie,Test,141.32,388.89,2,156
2022-03-21,Joe Root,India,England,51,130,0,3,1,5.15,Win,ODI,44.2,39.23,0,313
2022-12-18,Joe Root,South Africa,Australia,127,39,1,5,2,5.69,Win,ODI,109.12,325.64,4,177
2025-01-08,Kane Williamson,Bangladesh,Sri Lanka,158,22,35,14,3,8.79,Tie,ODI,233.42,718.18,0,182
2021-07-28,Steve Smith,New Zealand,Pakistan,80,72,2,11,4,8.38,Win,Test,140.24,111.11,4,131
2020-05-05,Steve Smith,Sri Lanka,India,162,1,32,6,2,5.82,Tie,Test,191.36,16200,1,395
2023-07-11,Jos Buttler,New Zealand,Sri Lanka,177,30,10,28,5,8.7,Loss,Test,275.1,590,0,223
2020-09-23,Jos Buttler,India,New Zealand,5,14,1,0,2,8.73,Win,ODI,27.04,35.71,0,262
2023-09-09,David Warner,New Zealand,Bangladesh,72,122,18,2,5,8.05,Loss,ODI,161.9,59.02,3,289
2024-10-31,David Warner,Pakistan,Australia,45,22,9,7,2,8.24,Tie,Test,85.02,204.55,4,124
2023-01-09,Virat Kohli,South Africa,Australia,198,105,19,18,3,3.35,Win,Test,244.3,188.57,3,338
2020-10-25,Rohit Sharma,New Zealand,Sri Lanka,106,68,4,3,2,9.02,Win,T20,91.96,155.88,0,197
2022-09-18,Joe Root,India,England,188,131,18,22,5,5.11,Loss,ODI,285.78,143.51,2,255
2024-10-28,Joe Root,England,Pakistan,101,145,12,8,1,8.12,Win,T20,102.26,69.66,0,186
2023-11-08,Babar Azam,India,England,153,22,34,2,4,5.15,Tie,Test,220.2,695.45,2,180
2023-10-19,Joe Root,Sri Lanka,South Africa,91,43,2,14,2,7.92,Win,Test,115.66,211.63,2,395
2020-12-22,Joe Root,Bangladesh,Australia,124,28,18,18,0,6.17,Tie,Test,139.66,442.86,1,304
2024-11-06,Rohit Sharma,Sri Lanka,India,111,61,4,16,2,4.13,Win,Test,143.24,181.97,3,351
2024-05-01,Kane Williamson,Australia,India,23,107,5,0,0,5.98,Win,T20,9.54,21.5,4,147
2024-04-01,David Warner,India,Sri Lanka,4,53,1,0,4,5.83,Win,ODI,72.34,7.55,0,384
2024-01-28,Kane Williamson,Sri Lanka,New Zealand,166,98,21,1,2,9.53,Tie,ODI,148.94,169.39,2,199
2025-01-24,Joe Root,Pakistan,Sri Lanka,184,67,0,1,2,3.04,Win,T20,128.92,274.63,2,340
2024-10-29,Kane Williamson,Australia,Bangladesh,184,34,46,23,3,4.32,Loss,Test,304.36,541.18,4,258
2021-02-20,Jos Buttler,Australia,South Africa,124,101,28,1,5,6.38,Win,ODI,208.24,122.77,3,173
2020-07-12,Virat Kohli,England,Bangladesh,97,33,15,14,4,3.36,Loss,ODI,193.78,293.94,1,392
2023-02-28,Kane Williamson,Pakistan,New Zealand,105,137,15,6,5,6.8,Loss,Test,186.9,76.64,0,291
2021-11-20,Joe Root,Pakistan,Australia,54,45,9,0,5,5.47,Tie,ODI,134.06,120,3,122
2021-01-14,Kane Williamson,South Africa,Bangladesh,129,95,15,8,4,3.57,Win,Test,191.36,135.79,0,194
2023-04-29,David Warner,Bangladesh,Sri Lanka,49,113,0,2,3,3.41,Tie,T20,83.68,43.36,3,242
2024-01-18,Rohit Sharma,Bangladesh,Australia,33,20,4,4,0,8.83,Win,ODI,18.84,165,4,197
2025-06-10,Babar Azam,Australia,South Africa,100,47,19,14,4,7.57,Loss,Test,194.86,212.77,3,174
2022-03-15,Babar Azam,Australia,India,146,12,24,5,3,8.62,Loss,ODI,178.76,1216.67,1,140
2021-11-12,Jos Buttler,Sri Lanka,South Africa,11,52,0,0,3,3.39,Loss,ODI,58.72,21.15,2,162
2022-06-08,Jos Buttler,New Zealand,Australia,177,10,7,6,2,7.33,Loss,T20,145.84,1770,1,241
2020-06-04,David Warner,New Zealand,England,84,21,11,1,3,5,Win,T20,117,400,0,348
2021-04-04,Kane Williamson,Pakistan,New Zealand,98,39,12,16,3,7.95,Tie,ODI,165.1,251.28,3,189
2022-10-12,Jos Buttler,South Africa,Australia,37,65,7,1,2,3.06,Loss,ODI,69.38,56.92,4,209
2020-08-03,Virat Kohli,New Zealand,South Africa,16,144,0,2,1,6.05,Tie,ODI,21.9,11.11,3,253
2022-01-28,Kane Williamson,Sri Lanka,South Africa,122,15,17,15,2,9.38,Win,Test,161.24,813.33,1,263
2021-01-14,Kane Williamson,India,South Africa,180,99,0,24,1,8.54,Loss,ODI,164.92,181.82,4,204
2021-04-03,Jos Buttler,New Zealand,England,67,82,13,10,1,6.13,Win,Test,97.24,81.71,1,357
2022-11-01,Jos Buttler,South Africa,Pakistan,126,95,5,16,1,6.38,Tie,Test,128.24,132.63,1,398
2020-08-29,Joe Root,Bangladesh,Pakistan,79,35,12,11,5,6.98,Tie,ODI,182.54,225.71,0,302
2021-05-06,David Warner,India,Australia,164,50,37,11,0,5.48,Win,ODI,178.04,328,3,304
2025-01-23,Jos Buttler,Bangladesh,England,91,136,3,2,2,7.49,Loss,T20,82.52,66.91,1,309
2023-06-19,Steve Smith,New Zealand,South Africa,22,116,4,1,5,5.45,Win,ODI,111.1,18.97,3,132
2025-05-31,Virat Kohli,India,Sri Lanka,107,80,1,13,5,5.82,Tie,T20,182.86,133.75,3,253
2023-10-07,Jos Buttler,South Africa,Bangladesh,140,37,2,1,0,8,Tie,Test,61,378.38,3,269
2020-12-07,Kane Williamson,South Africa,Bangladesh,44,97,6,0,3,4.73,Tie,T20,84.54,45.36,4,200
2025-05-03,Joe Root,South Africa,England,47,48,2,1,1,8.29,Loss,Test,33.92,97.92,4,297
2022-07-02,Joe Root,India,New Zealand,20,70,3,2,1,7.4,Win,ODI,27.2,28.57,0,391
2023-10-23,David Warner,Sri Lanka,Pakistan,183,145,5,24,4,7.8,Tie,T20,237.9,126.21,3,123
2021-11-20,Steve Smith,Australia,Bangladesh,57,143,11,4,2,5.51,Tie,ODI,91.48,39.86,3,214
2024-09-04,Kane Williamson,India,Australia,171,30,27,6,4,4.89,Tie,T20,227.72,570,3,276
2021-06-27,Virat Kohli,New Zealand,Australia,188,89,18,28,0,5.21,Tie,Test,203.58,211.24,0,234
2023-02-25,Jos Buttler,Pakistan,New Zealand,74,110,11,0,5,9.08,Tie,ODI,140.84,67.27,3,126
2024-09-04,Jos Buttler,England,Pakistan,7,40,1,1,2,8.54,Tie,ODI,31.42,17.5,0,246
2023-12-12,Kane Williamson,Australia,India,134,36,14,14,0,9.66,Win,ODI,117.68,372.22,0,220
2022-07-21,Jos Buttler,India,Sri Lanka,67,108,0,9,0,8.16,Win,Test,44.18,62.04,3,200
2023-08-10,Babar Azam,India,Pakistan,102,81,24,7,0,3.35,Tie,Test,113.3,125.93,4,347
2025-05-28,Babar Azam,England,South Africa,136,85,23,1,2,3.87,Win,Test,149.26,160,3,167
2024-04-05,Joe Root,Pakistan,India,142,78,3,11,5,4.9,Tie,Test,200.2,182.05,3,147
2023-01-24,Jos Buttler,Australia,Pakistan,102,34,19,9,2,4.7,Loss,Test,146.6,300,2,146
2025-05-14,Virat Kohli,Bangladesh,India,103,39,6,13,5,5.44,Loss,ODI,191.62,264.1,4,312
2021-02-27,David Warner,England,Australia,77,18,12,1,0,5.82,Win,Test,53.86,427.78,2,230
2021-04-19,Jos Buttler,Australia,Bangladesh,155,74,25,0,3,6.62,Win,ODI,174.26,209.46,2,388
2021-03-07,Jos Buttler,New Zealand,Bangladesh,200,139,4,10,3,6.75,Win,Test,184.5,143.88,0,213
2020-12-20,Babar Azam,India,Australia,3,24,0,0,4,4.24,Loss,T20,73.02,12.5,3,333
2021-02-27,Virat Kohli,South Africa,India,79,85,14,5,1,9.41,Win,T20,83.68,92.94,3,172
2025-02-16,Steve Smith,Sri Lanka,South Africa,159,5,30,17,0,3.52,Win,ODI,183.46,3180,3,359
2024-12-17,Babar Azam,Sri Lanka,Bangladesh,79,97,0,2,0,7.53,Loss,Test,30.44,81.44,1,338
2023-12-04,Babar Azam,Sri Lanka,South Africa,46,85,5,5,1,4.99,Win,T20,58.02,54.12,4,371
2024-07-01,Jos Buttler,Australia,Sri Lanka,23,9,1,3,1,7.02,Tie,ODI,28.46,255.56,2,138
2024-11-03,Rohit Sharma,Pakistan,New Zealand,188,17,19,15,1,8,Win,Test,181,1105.88,1,372
2022-11-19,Kane Williamson,India,Bangladesh,138,106,18,5,2,9.08,Tie,Test,141.84,130.19,4,391
2022-09-13,David Warner,India,New Zealand,103,145,18,8,3,8.45,Loss,Test,154.6,71.03,0,288
2020-06-08,Babar Azam,Bangladesh,New Zealand,65,8,10,0,2,5.83,Loss,T20,80.84,812.5,2,156
2020-07-23,Jos Buttler,Pakistan,Sri Lanka,30,96,5,2,4,7.78,Tie,ODI,95.44,31.25,0,186
2022-08-02,David Warner,Bangladesh,Australia,187,87,7,27,0,4.02,Tie,ODI,180.46,214.94,4,183
2021-01-02,Joe Root,New Zealand,India,56,72,2,6,0,4.66,Loss,T20,40.68,77.78,4,395
2023-10-07,David Warner,India,South Africa,62,73,11,2,4,7.89,Win,T20,123.22,84.93,4,222
2024-10-18,David Warner,Sri Lanka,Pakistan,93,106,2,3,0,3.88,Win,ODI,51.74,87.74,2,122
2025-03-12,Babar Azam,South Africa,Sri Lanka,105,102,14,10,0,7.03,Loss,T20,96.44,102.94,3,385
2025-03-06,Babar Azam,Sri Lanka,Bangladesh,8,25,2,1,0,5.46,Tie,Test,0.08,32,3,128
2020-12-03,Steve Smith,England,Pakistan,102,28,2,2,5,6.71,Loss,Test,147.58,364.29,1,280
2021-09-11,Jos Buttler,India,Pakistan,90,132,9,15,4,8.52,Loss,ODI,170.96,68.18,4,331
2020-10-18,Steve Smith,South Africa,Bangladesh,86,114,11,5,0,3.96,Win,Test,72.08,75.44,1,386
2023-11-25,Joe Root,Australia,Sri Lanka,102,143,11,9,5,6.75,Loss,Test,186.5,71.33,2,177
2022-07-11,Joe Root,England,South Africa,32,68,7,1,4,9.76,Tie,ODI,93.48,47.06,1,352
2021-11-19,Kane Williamson,South Africa,England,82,11,2,9,4,7.34,Loss,ODI,137.32,745.45,4,228
2022-02-14,Steve Smith,South Africa,England,10,96,1,0,4,4.11,Loss,Test,78.78,10.42,4,163
2020-02-10,Babar Azam,Sri Lanka,India,163,72,20,14,4,8.97,Tie,Test,225.56,226.39,0,392
2020-01-09,Babar Azam,South Africa,New Zealand,156,145,2,3,3,9.13,Tie,ODI,132.74,107.59,0,183
2025-06-09,Kane Williamson,Sri Lanka,England,1,145,0,0,5,3.51,Tie,Test,93.48,0.69,4,321
2021-06-12,Virat Kohli,Pakistan,Sri Lanka,200,53,49,4,4,4.5,Win,ODI,281,377.36,1,140
2024-07-18,Jos Buttler,Bangladesh,Australia,165,43,1,2,0,8.69,Loss,Test,73.12,383.72,1,263
2023-11-02,Babar Azam,India,Bangladesh,14,44,3,2,2,7.13,Loss,Test,44.74,31.82,3,213
2024-12-02,Rohit Sharma,England,South Africa,48,4,5,1,0,5.5,Loss,T20,26,1200,3,345
2020-12-03,Rohit Sharma,India,England,106,43,14,10,4,9,Loss,ODI,173,246.51,1,164
2024-03-01,Jos Buttler,New Zealand,Sri Lanka,56,71,13,6,3,6.48,Win,T20,119.04,78.87,2,340
2023-07-01,Babar Azam,New Zealand,Australia,51,19,11,8,4,5.42,Win,T20,140.66,268.42,0,318
2022-06-25,Rohit Sharma,Australia,South Africa,10,102,0,0,3,5.41,Loss,ODI,54.18,9.8,1,350
2023-12-27,Joe Root,Australia,South Africa,65,71,2,2,0,8.68,Tie,T20,25.14,91.55,0,331
2021-09-03,Jos Buttler,England,Australia,71,99,11,6,4,9.02,Tie,ODI,137.46,71.72,0,190
2023-08-04,Babar Azam,Bangladesh,Australia,133,44,22,5,3,3.47,Win,Test,178.56,302.27,2,314
2023-07-21,David Warner,England,Sri Lanka,82,95,15,2,3,4.69,Win,Test,127.62,86.32,0,189
2024-11-10,Babar Azam,England,New Zealand,118,132,11,19,2,5.85,Win,ODI,166.3,89.39,4,296
2024-07-26,Rohit Sharma,Australia,Bangladesh,95,116,1,12,0,3.11,Tie,Test,79.28,81.9,2,352
2023-04-15,Jos Buttler,India,Bangladesh,108,82,8,4,3,7.87,Tie,Test,126.26,131.71,1,315
2020-09-20,Babar Azam,India,Pakistan,62,54,9,2,5,7.27,Tie,T20,140.46,114.81,2,337
2025-03-01,Virat Kohli,New Zealand,England,136,36,0,9,3,3.68,Loss,T20,147.64,377.78,4,282
2022-04-25,David Warner,Pakistan,New Zealand,15,6,0,1,2,3.65,Win,Test,43.2,250,2,233
2022-02-15,Steve Smith,India,England,36,133,1,0,4,4.88,Tie,T20,90.24,27.07,0,260
2020-01-25,Rohit Sharma,England,Australia,32,129,8,3,4,5.56,Tie,T20,109.88,24.81,0,187
